Policy_ID,Sub_Type,Business_Type,Employees,Annual_Premium,Coverage_Amount,Risk_Level,Claim_Status,No_Claim_Years
B06366,Professional Indemnity,IT,6,37103.67,630752,Medium,No,3
B06367,Workers Compensation,Construction,360,52337.0,1089900,Low,No,2
B06368,Workers Compensation,Construction,456,174470.11,5813248,Medium,Yes,2
B06369,Liability,Healthcare,338,154333.41,6692920,Medium,No,4
B06370,Professional Indemnity,Manufacturing,148,90906.76,1084138,Low,No,4
B06371,Professional Indemnity,Healthcare,476,55653.5,1046673,Medium,No,5
B06372,Liability,IT,477,90973.17,3057530,High,No,4
B06373,Workers Compensation,Healthcare,201,30047.0,961504,Medium,No,0
B06374,Workers Compensation,Manufacturing,448,105874.95,5394942,Medium,Yes,4
B06375,Liability,Manufacturing,238,93700.0,3841700,Low,No,0
B06376,Professional Indemnity,Construction,365,178314.06,5026372,Low,No,4
B06377,Liability,IT,344,56999.44,2459262,Low,Yes,5
B06378,Workers Compensation,Healthcare,303,41489.96,1514700,Low,No,5
B06379,Workers Compensation,Construction,180,137972.0,4277132,Medium,Yes,0
B06380,Liability,IT,356,121092.82,6175632,Medium,Yes,3
B06381,Liability,Manufacturing,21,170875.38,6238254,Medium,No,5
B06382,Liability,IT,133,171736.48,3101939,Medium,No,3
B06383,Workers Compensation,Retail,23,93692.78,2146232,Medium,No,2
B06384,Liability,Healthcare,382,117136.0,3748352,High,Yes,0
B06385,Professional Indemnity,Construction,277,104799.67,1507207,Medium,No,5
B06386,Workers Compensation,IT,286,89187.84,1274112,Medium,No,1
B06387,Professional Indemnity,IT,218,135160.93,4362754,Low,No,2
B06388,Liability,Manufacturing,104,135958.95,5055890,Low,Yes,3
B06389,Liability,Construction,390,44310.2,1568640,Low,No,5
B06390,Liability,IT,498,141957.0,4258710,Medium,No,0
B06391,Workers Compensation,Retail,405,84375.47,914770,Medium,No,4
B06392,Liability,Manufacturing,147,71105.86,1378583,Medium,No,1
B06393,Liability,Construction,185,150955.9,4811640,Low,No,3
B06394,Liability,Retail,69,97866.68,2751354,Low,No,2
B06395,Workers Compensation,Healthcare,224,33532.0,637108,Medium,No,0
B06396,Professional Indemnity,IT,71,131923.68,2557704,Medium,Yes,1
B06397,Professional Indemnity,Construction,448,40429.0,1212870,Medium,No,0
B06398,Professional Indemnity,IT,70,109581.41,5576534,Low,Yes,5
B06399,Liability,Construction,238,81402.68,3971430,High,No,4
B06400,Liability,IT,76,51698.33,2476180,Medium,No,2
B06401,Liability,Manufacturing,490,33754.0,1046374,High,No,0
B06402,Workers Compensation,Manufacturing,79,118139.36,4895319,High,No,3
B06403,Professional Indemnity,Manufacturing,212,140896.85,4832063,Medium,No,5
B06404,Workers Compensation,Manufacturing,126,109317.47,1209370,Low,Yes,5
B06405,Workers Compensation,Manufacturing,400,115745.49,5423310,Medium,Yes,2
B06406,Professional Indemnity,IT,447,61242.44,1558296,High,Yes,5
B06407,Professional Indemnity,Manufacturing,374,47987.62,1223664,Medium,No,3
B06408,Liability,Retail,117,174829.0,4021067,Low,No,0
B06409,Workers Compensation,IT,427,103215.15,4191369,Low,No,2
B06410,Workers Compensation,Manufacturing,477,141340.67,3596372,High,Yes,5
B06411,Professional Indemnity,Healthcare,43,22539.27,772985,Low,No,5
B06412,Liability,IT,83,127166.33,4728920,Medium,No,3
B06413,Workers Compensation,Manufacturing,96,160387.83,2608305,Low,Yes,4
B06414,Workers Compensation,Construction,459,110094.79,5251884,Low,No,4
B06415,Liability,Construction,422,173616.97,2881065,Low,No,5
B06416,Liability,Construction,45,147525.0,4425750,Low,No,0
B06417,Workers Compensation,Retail,87,72244.17,3610704,Low,No,2
B06418,Liability,Healthcare,289,73573.73,2116244,Low,Yes,5
B06419,Professional Indemnity,Healthcare,159,146501.18,4783712,Medium,Yes,1
B06420,Professional Indemnity,Retail,87,169803.52,7956225,High,No,2
B06421,Workers Compensation,Retail,142,46829.55,710794,Low,No,4
B06422,Liability,Healthcare,207,97274.53,5273086,Low,No,5
B06423,Liability,IT,417,114688.95,4874200,Medium,No,3
B06424,Workers Compensation,Manufacturing,153,46995.9,1678425,High,Yes,1
B06425,Liability,Manufacturing,108,139644.01,7106402,Low,No,5
B06426,Liability,Healthcare,303,55513.0,1110260,High,Yes,0
B06427,Workers Compensation,Construction,310,45164.28,1106064,Low,No,1
B06428,Workers Compensation,Healthcare,69,98859.11,4265313,Low,No,5
B06429,Liability,Construction,286,127585.0,3955135,Medium,No,0
B06430,Liability,Retail,444,88047.12,3054696,Medium,No,1
B06431,Professional Indemnity,IT,205,80618.0,1934832,High,No,0
B06432,Liability,Manufacturing,320,53246.0,2236332,Medium,No,0
B06433,Professional Indemnity,Healthcare,147,30724.96,877856,Low,No,1
B06434,Liability,Manufacturing,163,79141.86,2341953,Medium,No,1
B06435,Liability,Healthcare,300,123026.0,3567754,Low,No,0
B06436,Workers Compensation,Construction,5,135707.11,6326547,Low,No,4
B06437,Professional Indemnity,Retail,65,144547.06,6047377,Medium,No,1
B06438,Professional Indemnity,Retail,349,130503.57,2310000,Medium,No,5
B06439,Liability,Manufacturing,221,131825.46,1372610,Medium,Yes,2
B06440,Liability,IT,96,104155.13,4647846,Medium,No,3
B06441,Professional Indemnity,IT,347,88457.0,2653710,Medium,No,0
B06442,Professional Indemnity,Construction,66,72206.0,794266,Medium,No,0
B06443,Workers Compensation,Retail,439,51438.97,1257019,Low,Yes,3
B06444,Workers Compensation,Healthcare,98,46800.96,507400,Medium,Yes,4
B06445,Liability,Healthcare,170,184696.69,6672058,Medium,Yes,3
B06446,Workers Compensation,Retail,364,188224.68,5377848,Low,Yes,1
B06447,Professional Indemnity,Manufacturing,217,100127.77,1808528,Medium,No,3
B06448,Workers Compensation,IT,170,40902.0,1922394,Low,No,0
B06449,Liability,Healthcare,432,90061.72,4114627,Medium,No,3
B06450,Workers Compensation,Healthcare,379,167966.28,4197408,Medium,No,2
B06451,Professional Indemnity,Healthcare,225,55259.39,1283793,Low,No,5
B06452,Liability,IT,448,183841.14,2063523,Low,No,1
B06453,Workers Compensation,Retail,159,174035.81,5732210,Low,No,3
B06454,Professional Indemnity,Manufacturing,179,116986.0,1988762,High,No,0
B06455,Workers Compensation,Construction,39,142998.46,4745940,High,No,5
B06456,Professional Indemnity,Manufacturing,63,64660.4,1583520,Medium,No,1
B06457,Professional Indemnity,Manufacturing,15,121697.0,3042425,Low,Yes,0
B06458,Liability,Healthcare,290,55951.77,1213220,Medium,Yes,4
B06459,Workers Compensation,Construction,73,192024.3,7397854,Medium,No,2
B06460,Professional Indemnity,Retail,215,40932.85,1242584,Low,No,4
B06461,Professional Indemnity,Retail,460,44357.03,2078370,Low,No,2
B06462,Liability,IT,54,39277.82,1502352,Medium,Yes,3
B06463,Professional Indemnity,Healthcare,287,132642.02,2436282,Medium,Yes,1
B06464,Professional Indemnity,Construction,161,94587.91,1105478,Low,Yes,3
B06465,Professional Indemnity,Retail,462,153623.66,6078404,High,No,2
B06466,Workers Compensation,Retail,431,34016.41,1523017,Medium,No,2
B06467,Workers Compensation,Manufacturing,244,170979.05,2848464,Medium,Yes,2
B06468,Professional Indemnity,Retail,185,26158.56,1128621,Low,Yes,5
B06469,Liability,Manufacturing,482,92659.0,2965088,Medium,No,0
B06470,Liability,Healthcare,333,178179.68,4545400,Medium,Yes,1
B06471,Professional Indemnity,Manufacturing,341,134049.27,5412150,Low,No,3
B06472,Workers Compensation,Manufacturing,150,115548.26,4419648,Low,Yes,3
B06473,Liability,Retail,40,28693.03,1306536,Medium,Yes,4
B06474,Liability,IT,343,107853.88,3593632,High,No,2
B06475,Liability,Construction,401,170079.16,8677508,Medium,No,2
B06476,Liability,Healthcare,54,48653.86,2178380,Medium,Yes,2
B06477,Professional Indemnity,Healthcare,283,67108.87,2638174,Medium,No,3
B06478,Liability,Manufacturing,434,146980.29,3346371,Low,No,4
B06479,Workers Compensation,Manufacturing,394,158280.0,4431840,Low,No,0
B06480,Workers Compensation,Construction,113,86167.15,1429890,Medium,No,5
B06481,Workers Compensation,IT,172,116923.8,5368950,Low,No,1
B06482,Liability,IT,48,133788.0,5752884,Low,No,0
B06483,Professional Indemnity,Healthcare,427,44146.61,985005,Low,No,3
B06484,Liability,IT,452,67703.67,3520300,Medium,No,5
B06485,Liability,IT,121,122733.46,2987138,Medium,No,5
B06486,Workers Compensation,Construction,174,51401.46,2615790,Low,No,5
B06487,Workers Compensation,Healthcare,403,32910.99,1302184,Low,No,2
B06488,Liability,Retail,277,154200.06,3933675,Medium,No,1
B06489,Workers Compensation,Construction,434,35401.05,1429294,Low,No,3
B06490,Professional Indemnity,Construction,130,113411.75,5301912,Medium,No,3
B06491,Workers Compensation,Construction,244,41728.6,646296,Medium,No,5
B06492,Professional Indemnity,Construction,430,134005.98,6976571,Low,No,3
B06493,Liability,Manufacturing,234,71674.26,950781,High,No,1
B06494,Workers Compensation,Construction,481,114146.48,4775516,Medium,No,1
B06495,Workers Compensation,Retail,385,174295.3,7180670,Medium,No,4
B06496,Professional Indemnity,IT,239,84520.28,3115556,Low,No,4
B06497,Liability,Healthcare,244,102784.0,2261248,Medium,No,0
B06498,Liability,Retail,325,138478.9,2684795,Low,Yes,1
B06499,Liability,Retail,115,173498.22,7258599,Low,Yes,1
B06500,Workers Compensation,Healthcare,237,177432.92,8509538,Medium,No,1
B06501,Professional Indemnity,Manufacturing,356,141811.34,1537470,Medium,No,4
B06502,Professional Indemnity,IT,491,141355.13,2814840,Medium,No,5
B06503,Liability,Construction,350,133434.98,1476180,Medium,Yes,5
B06504,Liability,IT,499,117189.7,4731456,Medium,No,3
B06505,Liability,Construction,481,37941.17,1091324,Medium,Yes,5
B06506,Liability,Healthcare,477,111580.23,4763421,Low,No,2
B06507,Professional Indemnity,Retail,428,23725.15,1157490,Medium,No,4
B06508,Professional Indemnity,Healthcare,485,108488.94,1107030,Medium,Yes,1
B06509,Professional Indemnity,Retail,476,23655.61,863610,Medium,Yes,5
B06510,Professional Indemnity,Retail,434,158703.59,2064732,Low,Yes,4
B06511,Liability,IT,78,59531.32,2239206,Low,No,5
B06512,Liability,Retail,121,116998.0,3041948,High,No,0
B06513,Liability,Construction,311,27923.14,1111227,Medium,Yes,1
B06514,Professional Indemnity,Retail,295,103813.0,1245756,Medium,No,0
B06515,Professional Indemnity,IT,199,147581.14,2409488,Medium,Yes,1
B06516,Workers Compensation,Healthcare,250,30381.88,1581072,Medium,No,4
B06517,Workers Compensation,Healthcare,281,37543.21,1116892,Low,No,3
B06518,Professional Indemnity,Construction,67,147608.46,7838304,Medium,No,5
B06519,Liability,Retail,452,118354.87,4058985,High,No,5
B06520,Workers Compensation,Healthcare,458,31742.18,892377,Medium,No,2
B06521,Professional Indemnity,Construction,206,122263.0,3178838,Low,Yes,0
B06522,Liability,Retail,165,126446.77,4476384,Low,No,5
B06523,Workers Compensation,Manufacturing,493,158664.85,2752304,Low,No,4
B06524,Workers Compensation,Retail,478,88150.16,3839978,Medium,Yes,3
B06525,Professional Indemnity,IT,454,179926.36,8388010,Medium,No,4
B06526,Workers Compensation,Construction,291,164959.0,8082991,Medium,No,0
B06527,Liability,Healthcare,158,169593.19,2472204,Low,No,2
B06528,Workers Compensation,Construction,341,155840.46,6206580,Medium,No,5
B06529,Workers Compensation,Healthcare,172,53236.32,1962378,Low,No,4
B06530,Liability,Construction,361,155788.64,6199752,High,No,1
B06531,Professional Indemnity,Healthcare,358,102968.29,1969236,High,No,3
B06532,Liability,Construction,387,180312.83,8992494,Medium,No,4
B06533,Professional Indemnity,IT,366,67649.12,2731288,High,Yes,3
B06534,Liability,Manufacturing,76,140432.23,7146514,Medium,No,5
B06535,Liability,Manufacturing,241,32911.34,1444069,Medium,No,1
B06536,Liability,Construction,337,118674.71,5560560,Medium,No,2
B06537,Liability,IT,468,168360.04,5083758,Medium,No,2
B06538,Professional Indemnity,IT,242,153554.24,7207648,High,No,1
B06539,Liability,Healthcare,124,65346.02,694290,Medium,No,3
B06540,Liability,IT,54,56360.37,2431689,Medium,Yes,5
B06541,Professional Indemnity,Retail,89,115917.7,6158026,Medium,No,4
B06542,Workers Compensation,Manufacturing,481,140053.76,5430656,Medium,Yes,1
B06543,Liability,Healthcare,366,125251.0,2004016,Low,No,0
B06544,Workers Compensation,Manufacturing,397,131022.4,2923389,Medium,No,3
B06545,Liability,IT,261,33085.78,585650,Medium,No,2
B06546,Liability,Construction,394,131213.18,1606692,Medium,No,1
B06547,Liability,Manufacturing,255,119807.98,3118700,High,No,2
B06548,Liability,IT,228,136571.67,4788465,Low,No,3
B06549,Liability,Retail,260,26838.38,894240,Medium,Yes,2
B06550,Professional Indemnity,Construction,289,178885.28,6206224,Medium,Yes,1
B06551,Professional Indemnity,IT,382,179936.15,9367771,Medium,No,3
B06552,Workers Compensation,Manufacturing,295,80946.0,3642570,Medium,No,0
B06553,Professional Indemnity,IT,453,68847.94,2669614,Low,No,1
B06554,Liability,IT,276,151040.55,7041379,Medium,Yes,4
B06555,Liability,Construction,145,38817.07,1588891,Medium,Yes,5
B06556,Workers Compensation,Retail,355,162292.9,2152865,High,No,1
B06557,Professional Indemnity,Retail,22,24076.63,972078,Medium,No,3
B06558,Liability,Healthcare,454,88926.82,4820571,Low,No,5
B06559,Workers Compensation,IT,455,97220.9,4265815,Medium,No,1
B06560,Liability,IT,457,69869.0,908297,Low,No,0
B06561,Liability,Manufacturing,461,98569.0,4731312,High,Yes,0
B06562,Liability,Healthcare,33,175475.93,3804900,Low,No,4
B06563,Workers Compensation,Manufacturing,282,68525.5,2211881,Medium,Yes,2
B06564,Liability,Healthcare,372,56024.11,1425517,High,Yes,5
B06565,Professional Indemnity,Retail,387,83014.08,3792643,High,Yes,3
B06566,Workers Compensation,Construction,174,134869.99,1432970,High,No,3
B06567,Liability,Retail,203,184315.17,6908940,Medium,No,2
B06568,Professional Indemnity,Construction,79,36799.0,919975,Medium,Yes,0
B06569,Professional Indemnity,Construction,307,27327.0,519213,High,No,0
B06570,Liability,Retail,224,144439.26,1768644,Medium,No,1
B06571,Workers Compensation,Manufacturing,394,112635.91,3419248,Low,No,4
B06572,Liability,Manufacturing,193,121982.3,6477504,Low,Yes,5
B06573,Workers Compensation,IT,18,99461.73,4852485,High,Yes,4
B06574,Liability,Healthcare,480,86519.98,2626456,Low,No,4
B06575,Liability,Manufacturing,289,149711.66,4124709,Medium,Yes,1
B06576,Liability,Retail,214,58361.0,2594193,Medium,No,4
B06577,Professional Indemnity,Construction,426,109365.55,1935875,High,No,2
B06578,Liability,Healthcare,296,180803.14,7564213,Medium,Yes,1
B06579,Professional Indemnity,Manufacturing,125,186209.07,6786045,High,No,2
B06580,Workers Compensation,Manufacturing,93,110238.24,2249760,Medium,No,1
B06581,Liability,Construction,235,94424.67,1842696,Low,No,4
B06582,Professional Indemnity,Manufacturing,324,114460.47,3456220,Medium,Yes,2
B06583,Professional Indemnity,Healthcare,311,20644.76,257952,High,No,2
B06584,Professional Indemnity,Healthcare,241,163710.74,7159362,Medium,Yes,2
B06585,Professional Indemnity,Healthcare,192,163217.04,7328112,Medium,No,1
B06586,Liability,Construction,360,179928.62,6308643,Low,No,3
B06587,Liability,Manufacturing,213,174913.29,7585400,Medium,No,4
B06588,Professional Indemnity,IT,5,65114.16,2711960,Medium,Yes,2
B06589,Liability,Construction,97,135955.11,1955278,Medium,No,5
B06590,Professional Indemnity,Construction,26,121922.95,1943115,Medium,No,3
B06591,Liability,Retail,222,62354.26,2759280,High,No,5
B06592,Workers Compensation,Healthcare,318,118031.76,3583048,High,No,4
B06593,Workers Compensation,Retail,15,38626.01,2010096,Medium,No,4
B06594,Professional Indemnity,Healthcare,491,148367.39,5561460,Medium,No,2
B06595,Professional Indemnity,Construction,65,174949.35,4007586,Medium,No,2
B06596,Workers Compensation,Manufacturing,305,177376.08,8687808,Low,No,1
B06597,Liability,Healthcare,52,139578.77,4745600,Low,No,3
B06598,Liability,Healthcare,186,78932.13,3522288,High,No,3
B06599,Professional Indemnity,IT,210,179643.78,5985632,Medium,No,2
B06600,Workers Compensation,Healthcare,39,124539.07,5265819,Low,No,4
B06601,Workers Compensation,Healthcare,178,79751.62,1079520,Low,No,2
B06602,Liability,Healthcare,217,175978.62,4960540,High,No,4
B06603,Workers Compensation,Construction,32,62796.67,1633968,Low,No,4
B06604,Workers Compensation,Retail,476,186457.82,9319008,Medium,No,2
B06605,Liability,IT,58,133379.0,4401507,Low,No,0
B06606,Workers Compensation,Construction,347,90145.49,1245114,Medium,Yes,3
B06607,Liability,Manufacturing,194,145895.53,2582448,High,Yes,5
B06608,Workers Compensation,Construction,392,167814.74,3092963,Medium,No,4
B06609,Workers Compensation,Retail,384,100327.83,3698248,Medium,No,4
B06610,Professional Indemnity,Retail,399,188265.0,4706625,Low,No,0
B06611,Professional Indemnity,Manufacturing,178,98295.06,1522402,Medium,No,5
B06612,Liability,Retail,292,173713.82,3190662,High,No,1
B06613,Professional Indemnity,IT,390,103073.0,2782971,Low,No,0
B06614,Professional Indemnity,Construction,266,92395.17,2555400,Medium,No,5
B06615,Professional Indemnity,Healthcare,35,149364.0,2688552,Medium,No,0
B06616,Liability,Healthcare,287,86147.34,2895338,Medium,No,4
B06617,Liability,Healthcare,37,71989.89,3365472,Medium,No,3
B06618,Workers Compensation,IT,473,199577.0,4789848,Medium,No,0
B06619,Professional Indemnity,IT,110,23943.36,1099440,Medium,No,1
B06620,Professional Indemnity,IT,49,78282.2,3341910,Medium,No,2
B06621,Workers Compensation,Retail,91,60086.33,930622,Medium,No,5
B06622,Professional Indemnity,Manufacturing,363,199255.0,6176905,Low,Yes,0
B06623,Professional Indemnity,Healthcare,86,23351.0,583775,Medium,No,0
B06624,Liability,IT,401,154102.06,7233362,High,Yes,1
B06625,Professional Indemnity,Healthcare,105,98464.68,5021616,High,No,3
B06626,Workers Compensation,Manufacturing,381,97944.0,1371216,Medium,No,0
B06627,Workers Compensation,Retail,424,121139.0,5087838,High,No,0
B06628,Liability,Manufacturing,203,147329.49,2191490,Medium,No,3
B06629,Professional Indemnity,Manufacturing,360,185303.3,2079935,Medium,No,1
B06630,Liability,Manufacturing,59,71005.69,3613438,Medium,No,5
B06631,Professional Indemnity,Construction,393,170540.02,8678682,Low,No,5
B06632,Liability,Healthcare,488,142925.0,6002850,High,No,0
B06633,Professional Indemnity,IT,340,177846.7,8881073,High,Yes,3
B06634,Liability,IT,235,186744.0,9150456,Medium,No,0
B06635,Liability,Retail,401,71880.18,3218292,Low,No,2
B06636,Liability,Healthcare,361,85328.32,2171154,High,No,5
B06637,Workers Compensation,Manufacturing,449,30348.68,1579344,Low,Yes,4
B06638,Liability,Retail,70,140508.44,4827966,High,Yes,2
B06639,Liability,Healthcare,71,148465.0,6383995,High,No,0
B06640,Professional Indemnity,Construction,310,115778.18,4489358,Medium,Yes,1
B06641,Workers Compensation,IT,310,67207.42,743510,Low,No,5
B06642,Workers Compensation,Healthcare,402,50574.37,548310,High,No,4
