Policy_ID,Sub_Type,Asset_Type,Annual_Premium,Coverage_Amount,Risk_Factor,Claim_Status,No_Claim_Years
S04785,Pet Insurance,Mobile,42766.52,880954,Damage,Yes,4
S04786,Gadget Insurance,Mobile,42917.14,613102,Theft,No,1
S04787,Gadget Insurance,Cat,37267.36,606060,Hacking,No,4
S04788,Cyber Insurance,Agriculture,30454.48,1149812,Theft,Yes,1
S04789,Crop Insurance,Data,40362.73,1597026,Weather,No,2
S04790,Pet Insurance,Mobile,30584.9,732458,Health,No,2
S04791,Cyber Insurance,Mobile,7747.89,82320,Theft,No,3
S04792,Pet Insurance,Mobile,25035.89,637031,Weather,Yes,5
S04793,Gadget Insurance,Agriculture,26541.34,866656,Hacking,No,1
S04794,Crop Insurance,Dog,40577.61,517356,Hacking,No,3
S04795,Crop Insurance,Cat,38959.9,1073385,Hacking,No,1
S04796,Pet Insurance,Laptop,2328.51,64324,Weather,Yes,3
S04797,Pet Insurance,Cat,10817.95,123904,Theft,Yes,2
S04798,Pet Insurance,Data,31572.66,1163820,Damage,No,4
S04799,Crop Insurance,Dog,19323.61,123186,Health,No,3
S04800,Crop Insurance,Data,45600.38,232655,Weather,No,1
S04801,Crop Insurance,Mobile,17885.0,620500,Weather,No,1
S04802,Crop Insurance,Mobile,21662.46,527230,Hacking,Yes,5
S04803,Pet Insurance,Data,37223.18,775160,Weather,No,2
S04804,Cyber Insurance,Agriculture,48870.64,1745380,Theft,No,1
S04805,Pet Insurance,Mobile,34805.0,243635,Hacking,No,0
S04806,Crop Insurance,Agriculture,14475.65,360962,Theft,No,4
S04807,Cyber Insurance,Cat,4994.91,148596,Damage,No,3
S04808,Pet Insurance,Laptop,22883.66,911376,Hacking,No,5
S04809,Pet Insurance,Cat,4233.67,133110,Hacking,No,4
S04810,Cyber Insurance,Cat,28779.35,1138708,Damage,No,2
S04811,Gadget Insurance,Data,39669.47,702176,Hacking,No,5
S04812,Pet Insurance,Cat,32122.88,614340,Health,Yes,3
S04813,Gadget Insurance,Agriculture,39181.82,957490,Hacking,No,3
S04814,Pet Insurance,Cat,7220.0,231040,Hacking,No,0
S04815,Crop Insurance,Agriculture,47159.48,1129392,Hacking,No,2
S04816,Cyber Insurance,Data,23181.95,923256,Damage,Yes,5
S04817,Pet Insurance,Cat,9063.61,90243,Health,No,5
S04818,Crop Insurance,Dog,15321.32,375216,Weather,No,1
S04819,Pet Insurance,Mobile,7781.0,287897,Health,No,0
S04820,Cyber Insurance,Cat,2160.0,71280,Health,No,0
S04821,Pet Insurance,Data,39181.35,476806,Damage,No,5
S04822,Cyber Insurance,Cat,38061.39,463177,Health,No,5
S04823,Gadget Insurance,Cat,44093.81,717075,Hacking,No,4
S04824,Pet Insurance,Dog,39338.08,682384,Weather,No,4
S04825,Gadget Insurance,Data,12906.7,167916,Hacking,Yes,4
S04826,Gadget Insurance,Data,1286.0,27006,Hacking,No,0
S04827,Cyber Insurance,Dog,35721.98,1421589,Health,No,1
S04828,Crop Insurance,Dog,35357.76,751340,Health,No,3
S04829,Gadget Insurance,Mobile,10826.76,352140,Weather,No,4
S04830,Cyber Insurance,Data,6611.08,128174,Hacking,No,1
S04831,Cyber Insurance,Dog,5072.83,169024,Theft,No,2
S04832,Gadget Insurance,Mobile,30151.29,163445,Damage,Yes,4
S04833,Cyber Insurance,Agriculture,22876.61,899322,Hacking,No,3
S04834,Gadget Insurance,Dog,25251.8,525860,Hacking,No,2
S04835,Cyber Insurance,Mobile,34170.07,284632,Weather,No,2
S04836,Cyber Insurance,Agriculture,4077.24,142956,Health,No,3
S04837,Gadget Insurance,Cat,29238.15,792475,Health,No,4
S04838,Pet Insurance,Laptop,42087.0,589218,Damage,No,0
S04839,Cyber Insurance,Dog,25492.19,1056315,Damage,Yes,3
S04840,Pet Insurance,Data,33263.61,1130944,Weather,No,3
S04841,Gadget Insurance,Agriculture,4387.84,51282,Health,No,3
S04842,Cyber Insurance,Data,47005.82,538384,Weather,Yes,2
S04843,Cyber Insurance,Data,33247.48,1119558,Damage,No,1
S04844,Crop Insurance,Laptop,9594.0,172692,Damage,Yes,0
S04845,Crop Insurance,Dog,41702.11,1718056,Weather,No,4
S04846,Pet Insurance,Agriculture,33569.59,1310220,Weather,No,4
S04847,Gadget Insurance,Data,8024.24,302956,Health,Yes,1
S04848,Gadget Insurance,Agriculture,24466.29,1013805,Weather,No,3
S04849,Gadget Insurance,Data,24499.0,122495,Health,No,0
S04850,Gadget Insurance,Mobile,6068.26,125001,Health,Yes,4
S04851,Pet Insurance,Mobile,9739.75,86200,Hacking,No,5
S04852,Gadget Insurance,Dog,41005.72,666855,Weather,No,4
S04853,Pet Insurance,Laptop,15431.78,590256,Theft,No,3
S04854,Gadget Insurance,Mobile,2651.2,52794,Theft,Yes,5
S04855,Gadget Insurance,Agriculture,1005.48,40014,Weather,No,1
S04856,Pet Insurance,Cat,20135.0,221485,Theft,Yes,0
S04857,Cyber Insurance,Agriculture,37718.24,1462544,Hacking,No,1
S04858,Cyber Insurance,Laptop,40859.14,750474,Hacking,No,1
S04859,Cyber Insurance,Data,13980.0,545220,Weather,No,0
S04860,Cyber Insurance,Laptop,12082.0,108738,Weather,No,0
S04861,Cyber Insurance,Agriculture,41798.04,271896,Damage,No,4
S04862,Cyber Insurance,Data,1705.46,33282,Theft,No,4
S04863,Pet Insurance,Cat,16280.0,244200,Health,Yes,0
S04864,Cyber Insurance,Agriculture,31851.46,1268532,Theft,No,5
S04865,Cyber Insurance,Mobile,3292.25,68560,Hacking,No,2
S04866,Gadget Insurance,Cat,7977.56,77841,Theft,No,4
S04867,Cyber Insurance,Cat,16838.69,315594,Health,No,2
S04868,Cyber Insurance,Laptop,11214.95,86849,Hacking,Yes,5
S04869,Cyber Insurance,Dog,19371.0,348678,Weather,No,0
S04870,Crop Insurance,Mobile,33764.15,298824,Damage,Yes,5
S04871,Gadget Insurance,Agriculture,9318.69,313193,Damage,No,4
S04872,Pet Insurance,Mobile,8477.0,77850,Hacking,No,1
S04873,Crop Insurance,Data,7045.0,49315,Damage,No,0
S04874,Crop Insurance,Data,6904.58,110040,Damage,No,3
S04875,Crop Insurance,Data,10775.69,426360,Hacking,Yes,2
S04876,Cyber Insurance,Mobile,7498.93,141032,Hacking,No,5
S04877,Pet Insurance,Data,15645.0,438060,Weather,Yes,0
S04878,Gadget Insurance,Data,2364.66,49704,Theft,No,5
S04879,Pet Insurance,Laptop,8116.0,129856,Weather,Yes,0
S04880,Pet Insurance,Cat,45675.67,396160,Hacking,No,4
S04881,Crop Insurance,Laptop,2035.67,44140,Hacking,No,4
S04882,Gadget Insurance,Dog,30885.5,1171975,Weather,Yes,4
S04883,Pet Insurance,Cat,1930.77,55536,Damage,No,5
S04884,Cyber Insurance,Cat,32961.49,175105,Hacking,Yes,3
S04885,Cyber Insurance,Mobile,44307.8,1777369,Theft,No,4
S04886,Gadget Insurance,Data,8735.0,305725,Theft,No,0
S04887,Pet Insurance,Laptop,1787.55,34884,Weather,No,4
S04888,Gadget Insurance,Cat,39074.56,1036672,Damage,No,1
S04889,Crop Insurance,Dog,6710.23,181875,Theft,No,4
S04890,Cyber Insurance,Dog,31746.6,807783,Theft,No,5
S04891,Crop Insurance,Mobile,23926.04,889735,Theft,No,3
S04892,Crop Insurance,Dog,27729.1,452720,Hacking,Yes,1
S04893,Cyber Insurance,Mobile,34157.36,1058064,Health,Yes,5
S04894,Cyber Insurance,Dog,6629.36,102676,Damage,No,5
S04895,Pet Insurance,Mobile,5603.41,86786,Health,Yes,5
S04896,Pet Insurance,Data,7752.0,54264,Health,No,0
S04897,Cyber Insurance,Data,12484.95,207180,Damage,No,5
S04898,Pet Insurance,Dog,20673.0,289422,Health,No,0
S04899,Gadget Insurance,Cat,23951.19,556437,Health,Yes,5
S04900,Crop Insurance,Cat,42527.47,265686,Hacking,No,2
S04901,Pet Insurance,Cat,45118.22,1749482,Theft,No,1
S04902,Gadget Insurance,Data,41068.62,726954,Health,No,2
S04903,Crop Insurance,Dog,39597.15,1401792,Theft,No,5
S04904,Cyber Insurance,Dog,21117.04,754180,Health,No,1
S04905,Cyber Insurance,Mobile,46892.02,239245,Damage,No,1
S04906,Pet Insurance,Mobile,39829.36,1100268,Damage,No,3
S04907,Gadget Insurance,Dog,42744.52,1513238,Health,No,2
S04908,Crop Insurance,Agriculture,17842.18,417054,Theft,Yes,3
S04909,Gadget Insurance,Data,40587.68,1573808,Theft,Yes,1
S04910,Crop Insurance,Agriculture,44546.0,579098,Hacking,No,0
S04911,Crop Insurance,Agriculture,5258.68,59026,Hacking,No,1
S04912,Crop Insurance,Data,46896.77,1943253,Health,No,3
S04913,Pet Insurance,Laptop,16508.32,309402,Theft,Yes,2
S04914,Pet Insurance,Mobile,34398.71,951375,Theft,No,5
S04915,Gadget Insurance,Cat,20949.27,139056,Damage,Yes,5
S04916,Pet Insurance,Dog,11074.37,115310,Weather,No,2
S04917,Pet Insurance,Dog,30904.15,410268,Weather,No,5
S04918,Gadget Insurance,Mobile,24304.62,967968,Health,No,5
S04919,Crop Insurance,Dog,31760.52,911115,Damage,No,3
S04920,Crop Insurance,Data,22083.44,367904,Health,No,2
S04921,Crop Insurance,Dog,34689.34,977834,Damage,No,4
S04922,Crop Insurance,Mobile,46091.0,829638,Hacking,Yes,0
S04923,Crop Insurance,Mobile,8355.0,91905,Health,No,0
S04924,Gadget Insurance,Cat,24481.79,270840,Hacking,No,5
S04925,Crop Insurance,Cat,26497.0,741916,Damage,No,0
S04926,Cyber Insurance,Data,42029.02,568906,Health,No,2
S04927,Pet Insurance,Mobile,1469.41,56610,Hacking,No,2
S04928,Crop Insurance,Data,42279.16,862840,Theft,Yes,1
S04929,Gadget Insurance,Agriculture,39679.22,607335,Hacking,No,1
S04930,Cyber Insurance,Agriculture,44891.0,538692,Damage,No,0
S04931,Pet Insurance,Laptop,24279.5,868659,Damage,No,4
S04932,Gadget Insurance,Laptop,34976.2,749490,Hacking,No,1
S04933,Crop Insurance,Mobile,11533.62,105921,Weather,No,1
S04934,Pet Insurance,Data,7811.89,178948,Health,No,2
S04935,Cyber Insurance,Dog,25755.29,865613,Damage,No,4
S04936,Crop Insurance,Agriculture,17895.82,178182,Health,Yes,5
S04937,Pet Insurance,Data,44712.0,670680,Health,No,0
S04938,Gadget Insurance,Laptop,6466.04,184744,Damage,Yes,1
S04939,Pet Insurance,Dog,12186.33,475632,Theft,No,4
S04940,Gadget Insurance,Laptop,5477.02,65318,Health,No,4
S04941,Gadget Insurance,Cat,27937.0,698425,Damage,Yes,0
S04942,Pet Insurance,Cat,23472.42,839784,Damage,Yes,4
S04943,Gadget Insurance,Mobile,12856.89,459987,Weather,Yes,4
S04944,Pet Insurance,Data,31319.01,543280,Damage,No,4
S04945,Cyber Insurance,Laptop,46634.28,1142064,Health,No,1
S04946,Crop Insurance,Agriculture,33352.0,500280,Health,Yes,0
S04947,Pet Insurance,Cat,14359.43,544880,Hacking,Yes,4
S04948,Pet Insurance,Laptop,4707.77,122496,Health,Yes,4
S04949,Cyber Insurance,Mobile,4565.82,79203,Damage,No,1
S04950,Gadget Insurance,Laptop,27795.0,555900,Theft,No,0
S04951,Crop Insurance,Data,47578.22,941260,Hacking,No,2
S04952,Cyber Insurance,Agriculture,20030.22,756243,Hacking,No,1
S04953,Pet Insurance,Dog,7355.0,176520,Weather,No,0
S04954,Crop Insurance,Dog,39607.41,300587,Health,No,4
S04955,Gadget Insurance,Laptop,44058.0,1542030,Damage,Yes,0
S04956,Crop Insurance,Mobile,9179.0,100969,Weather,No,0
S04957,Crop Insurance,Cat,2040.15,40626,Hacking,Yes,5
S04958,Pet Insurance,Cat,1760.0,44000,Hacking,No,0
S04959,Crop Insurance,Cat,9385.99,361601,Hacking,No,2
S04960,Cyber Insurance,Laptop,2408.0,50568,Theft,Yes,0
S04961,Gadget Insurance,Data,16922.25,140960,Health,No,2
S04962,Crop Insurance,Laptop,7688.86,316768,Weather,No,4
S04963,Gadget Insurance,Dog,43527.25,1631592,Health,No,2
S04964,Cyber Insurance,Dog,7198.16,218512,Health,No,4
S04965,Pet Insurance,Data,31656.6,480494,Hacking,No,4
S04966,Crop Insurance,Mobile,46972.2,342363,Damage,Yes,2
S04967,Cyber Insurance,Laptop,7318.64,186700,Health,No,1
S04968,Cyber Insurance,Agriculture,3926.65,112644,Hacking,No,3
S04969,Cyber Insurance,Cat,26404.0,290444,Theft,No,0
S04970,Pet Insurance,Data,42532.19,1458643,Hacking,No,5
S04971,Crop Insurance,Data,20451.16,543225,Theft,Yes,3
S04972,Gadget Insurance,Cat,5236.0,136136,Damage,No,0
S04973,Pet Insurance,Laptop,39774.0,636384,Health,No,0
S04974,Crop Insurance,Dog,4075.02,92778,Weather,Yes,4
S04975,Crop Insurance,Mobile,43318.0,1559448,Weather,Yes,0
S04976,Pet Insurance,Laptop,12993.86,115000,Theft,No,5
S04977,Pet Insurance,Dog,26810.0,536200,Damage,No,0
S04978,Gadget Insurance,Laptop,27159.15,933207,Weather,No,2
S04979,Pet Insurance,Dog,26542.56,987035,Weather,No,3
S04980,Gadget Insurance,Mobile,32015.89,1133424,Health,No,2
S04981,Pet Insurance,Laptop,4751.91,84112,Weather,No,5
S04982,Crop Insurance,Mobile,1715.0,53165,Damage,No,0
S04983,Cyber Insurance,Laptop,32694.82,759570,Hacking,Yes,5
S04984,Crop Insurance,Agriculture,17194.79,391482,Damage,No,4
S04985,Cyber Insurance,Cat,25089.49,940464,Hacking,No,2
S04986,Crop Insurance,Laptop,12183.63,431324,Weather,Yes,2
S04987,Crop Insurance,Laptop,31565.8,1223980,Theft,No,1
S04988,Gadget Insurance,Data,12709.0,393979,Damage,No,0
S04989,Gadget Insurance,Cat,37204.64,1008400,Health,No,4
S04990,Gadget Insurance,Laptop,24807.13,929880,Theft,Yes,2
S04991,Pet Insurance,Agriculture,12341.14,282700,Hacking,Yes,2
S04992,Pet Insurance,Agriculture,17706.7,441531,Health,No,4
S04993,Crop Insurance,Cat,9642.12,138671,Hacking,No,5
S04994,Cyber Insurance,Agriculture,30318.41,469574,Damage,No,5
S04995,Pet Insurance,Data,6366.0,31830,Theft,No,0
S04996,Crop Insurance,Cat,35970.9,1101150,Health,No,1
S04997,Pet Insurance,Agriculture,42224.95,747422,Weather,No,2
S04998,Crop Insurance,Laptop,27981.94,142765,Weather,Yes,1
S04999,Pet Insurance,Agriculture,21672.41,551448,Theft,No,5
S05000,Cyber Insurance,Laptop,25828.63,1000090,Weather,Yes,5
S05001,Gadget Insurance,Mobile,3386.41,115136,Damage,No,3
S05002,Pet Insurance,Agriculture,27457.0,549140,Theft,No,0
S05003,Gadget Insurance,Data,19612.56,250056,Damage,Yes,3
S05004,Gadget Insurance,Cat,26884.21,656972,Hacking,No,3
S05005,Gadget Insurance,Dog,8931.91,113880,Theft,Yes,3
S05006,Crop Insurance,Agriculture,21823.0,676513,Weather,Yes,0
S05007,Gadget Insurance,Laptop,45835.0,1787565,Weather,No,0
S05008,Crop Insurance,Mobile,14747.74,271813,Theft,No,4
S05009,Pet Insurance,Agriculture,19063.94,564137,Health,Yes,1
S05010,Pet Insurance,Agriculture,35094.78,931086,Weather,No,1
S05011,Crop Insurance,Cat,13540.36,528480,Damage,No,4
S05012,Pet Insurance,Mobile,21882.26,237240,Damage,No,4
S05013,Crop Insurance,Laptop,23969.27,291687,Health,No,5
S05014,Gadget Insurance,Data,21891.18,488439,Hacking,Yes,3
S05015,Pet Insurance,Cat,37965.6,1564118,Hacking,No,4
S05016,Crop Insurance,Mobile,39536.79,1564346,Hacking,No,2
S05017,Cyber Insurance,Laptop,2346.12,52668,Hacking,Yes,1
S05018,Gadget Insurance,Laptop,39370.36,1109784,Weather,Yes,4
S05019,Crop Insurance,Mobile,27090.96,705200,Hacking,No,2
S05020,Pet Insurance,Data,16311.43,356664,Weather,No,2
S05021,Crop Insurance,Data,18778.7,606143,Weather,No,2
S05022,Pet Insurance,Dog,39607.1,613438,Theft,No,5
S05023,Gadget Insurance,Agriculture,44019.13,584376,Damage,Yes,5
S05024,Gadget Insurance,Data,22364.83,279444,Hacking,No,2
S05025,Pet Insurance,Mobile,11371.32,163540,Damage,No,5
S05026,Cyber Insurance,Data,7996.37,135936,Hacking,No,3
S05027,Crop Insurance,Data,47293.94,1822028,Health,No,2
S05028,Gadget Insurance,Dog,25886.54,220032,Hacking,No,3
S05029,Crop Insurance,Laptop,34532.33,843870,Hacking,No,3
S05030,Crop Insurance,Mobile,13284.25,179816,Health,No,2
S05031,Cyber Insurance,Data,11453.26,432419,Weather,Yes,1
S05032,Crop Insurance,Data,40679.66,889497,Damage,No,2
S05033,Cyber Insurance,Laptop,4535.97,61399,Hacking,No,2
S05034,Cyber Insurance,Laptop,5340.36,88620,Damage,Yes,5
S05035,Gadget Insurance,Dog,22866.16,857124,Health,No,2
S05036,Cyber Insurance,Dog,44254.84,903160,Damage,No,1
S05037,Crop Insurance,Data,28657.9,348744,Health,No,5
S05038,Crop Insurance,Laptop,36074.0,1226516,Hacking,No,0
S05039,Gadget Insurance,Agriculture,32161.0,257288,Damage,No,0
S05040,Crop Insurance,Cat,41415.27,440030,Hacking,No,3
S05041,Cyber Insurance,Agriculture,25294.53,591250,Hacking,No,3
S05042,Pet Insurance,Cat,34399.96,1368978,Damage,Yes,1
S05043,Crop Insurance,Dog,5444.74,171187,Damage,No,4
S05044,Pet Insurance,Agriculture,24402.0,317226,Damage,Yes,0
S05045,Pet Insurance,Agriculture,3560.53,60528,Hacking,Yes,3
S05046,Gadget Insurance,Dog,41117.0,1192393,Weather,No,0
S05047,Gadget Insurance,Cat,33259.24,678760,Damage,Yes,1
S05048,Gadget Insurance,Data,42562.38,260586,Weather,Yes,1
S05049,Cyber Insurance,Cat,20673.04,403434,Health,No,4
S05050,Pet Insurance,Laptop,38075.36,1444800,Weather,Yes,4
S05051,Gadget Insurance,Mobile,28075.78,403780,Health,No,5
S05052,Gadget Insurance,Dog,45615.08,651644,Hacking,Yes,1
S05053,Pet Insurance,Dog,29090.36,463620,Health,No,3
S05054,Cyber Insurance,Data,33499.0,669980,Damage,No,0
S05055,Cyber Insurance,Mobile,41867.68,741098,Damage,Yes,2
S05056,Gadget Insurance,Cat,42165.14,1645704,Health,Yes,4
S05057,Crop Insurance,Dog,15094.61,424359,Hacking,No,2
S05058,Pet Insurance,Cat,1519.08,41964,Hacking,No,3
S05059,Gadget Insurance,Laptop,31503.48,853875,Theft,No,4
S05060,Gadget Insurance,Cat,1900.63,25727,Weather,No,2
S05061,Cyber Insurance,Cat,33262.67,1307617,Damage,No,3
S05062,Crop Insurance,Laptop,46832.0,983472,Hacking,No,0
S05063,Crop Insurance,Data,43451.07,1292648,Weather,No,3
S05064,Gadget Insurance,Agriculture,11240.26,348180,Health,No,5
S05065,Pet Insurance,Cat,2140.82,11605,Theft,No,4
S05066,Pet Insurance,Cat,46496.1,1328460,Theft,No,1
S05067,Crop Insurance,Mobile,17179.0,274864,Damage,Yes,0
S05068,Crop Insurance,Data,3115.54,87588,Weather,No,2
S05069,Crop Insurance,Laptop,36484.27,751545,Health,No,4
S05070,Crop Insurance,Agriculture,1246.56,31800,Damage,No,1
S05071,Gadget Insurance,Data,30792.04,261728,Theft,No,3
S05072,Gadget Insurance,Cat,16325.82,149931,Damage,No,1
S05073,Gadget Insurance,Cat,25127.15,1007954,Damage,Yes,4
S05074,Cyber Insurance,Laptop,31602.18,1301956,Health,No,4
S05075,Cyber Insurance,Data,39976.8,1017198,Hacking,No,5
S05076,Cyber Insurance,Laptop,25359.5,841650,Weather,No,5
S05077,Pet Insurance,Dog,35642.6,436440,Damage,No,1
S05078,Crop Insurance,Data,16429.45,261840,Health,No,3
S05079,Gadget Insurance,Laptop,42106.68,601524,Hacking,Yes,1
S05080,Crop Insurance,Cat,6567.26,35600,Weather,Yes,4
S05081,Gadget Insurance,Laptop,28729.0,1152439,Health,No,4
S05082,Cyber Insurance,Mobile,32574.85,305262,Hacking,No,2
S05083,Crop Insurance,Dog,34395.09,342459,Health,No,5
S05084,Crop Insurance,Laptop,36766.03,1186742,Health,No,2
S05085,Gadget Insurance,Agriculture,16039.0,352858,Health,No,0
S05086,Pet Insurance,Mobile,1695.31,45950,Health,Yes,4
S05087,Cyber Insurance,Dog,4328.52,40563,Weather,No,2
S05088,Pet Insurance,Agriculture,28201.46,546763,Hacking,No,1
S05089,Cyber Insurance,Cat,38833.34,1202908,Weather,No,5
S05090,Gadget Insurance,Laptop,36470.49,1452492,Weather,No,5
S05091,Pet Insurance,Agriculture,31643.82,638799,Health,No,3
S05092,Cyber Insurance,Laptop,14169.82,520524,Health,Yes,1
S05093,Gadget Insurance,Cat,1292.26,34325,Damage,Yes,3
S05094,Crop Insurance,Data,31802.69,298026,Health,No,2
S05095,Pet Insurance,Dog,29986.0,209902,Health,No,0
S05096,Cyber Insurance,Dog,37479.12,1223808,Weather,No,1
S05097,Pet Insurance,Laptop,35424.06,1120557,Hacking,No,1
S05098,Pet Insurance,Agriculture,28912.94,295030,Damage,No,1
S05099,Crop Insurance,Laptop,35468.82,527590,Health,No,3
S05100,Gadget Insurance,Mobile,47786.62,248785,Hacking,No,2
S05101,Crop Insurance,Agriculture,44467.5,1361250,Health,No,1
S05102,Cyber Insurance,Agriculture,43263.08,1103650,Damage,Yes,1
S05103,Gadget Insurance,Data,8610.75,228624,Weather,No,5
S05104,Gadget Insurance,Mobile,29336.0,176016,Weather,No,0
S05105,Pet Insurance,Dog,24411.29,540120,Hacking,No,5
S05106,Crop Insurance,Dog,39931.61,1590336,Theft,No,5
S05107,Gadget Insurance,Dog,2741.0,24669,Weather,No,0
S05108,Cyber Insurance,Laptop,9174.7,219719,Damage,Yes,2
S05109,Crop Insurance,Data,11077.55,416670,Health,Yes,5
S05110,Cyber Insurance,Cat,31066.06,679287,Hacking,No,2
S05111,Gadget Insurance,Laptop,5750.74,222670,Theft,No,5
S05112,Gadget Insurance,Agriculture,12248.13,517881,Health,Yes,4
S05113,Gadget Insurance,Agriculture,20987.0,377766,Damage,No,0
S05114,Cyber Insurance,Mobile,12088.13,361071,Damage,No,5
S05115,Gadget Insurance,Data,43409.41,611819,Weather,No,4
S05116,Gadget Insurance,Cat,33840.56,323595,Hacking,No,3
S05117,Pet Insurance,Agriculture,30273.05,590778,Hacking,Yes,4
S05118,Gadget Insurance,Mobile,16032.8,278120,Damage,No,1
S05119,Cyber Insurance,Laptop,2618.66,23176,Hacking,No,5
S05120,Gadget Insurance,Laptop,38388.04,873999,Damage,No,4
S05121,Crop Insurance,Laptop,24784.08,877404,Damage,No,2
S05122,Pet Insurance,Cat,35625.06,605616,Theft,No,3
S05123,Pet Insurance,Dog,15471.51,616176,Theft,No,5
S05124,Gadget Insurance,Dog,45769.92,1821456,Theft,Yes,1
S05125,Gadget Insurance,Laptop,4257.65,175408,Theft,Yes,4
S05126,Pet Insurance,Mobile,12559.27,480384,Weather,No,3
S05127,Gadget Insurance,Data,10847.05,216000,Hacking,No,5
S05128,Pet Insurance,Laptop,45828.52,730380,Theft,No,3
S05129,Crop Insurance,Data,40227.04,1272488,Health,No,1
S05130,Gadget Insurance,Mobile,38171.28,1200136,Weather,No,4
S05131,Pet Insurance,Cat,44561.68,1467726,Hacking,No,3
S05132,Gadget Insurance,Agriculture,17309.46,257474,Weather,No,3
S05133,Gadget Insurance,Agriculture,13558.0,406740,Theft,No,0
S05134,Gadget Insurance,Dog,45852.05,584604,Theft,No,3
S05135,Pet Insurance,Cat,20022.0,460506,Theft,No,0
S05136,Cyber Insurance,Dog,19615.08,212660,Health,Yes,4
S05137,Crop Insurance,Agriculture,10402.32,414288,Theft,Yes,5
S05138,Crop Insurance,Data,30553.43,574617,Theft,No,5
S05139,Gadget Insurance,Mobile,4599.85,84779,Weather,Yes,4
S05140,Crop Insurance,Mobile,31717.47,378257,Theft,No,4
S05141,Gadget Insurance,Mobile,16115.51,151020,Hacking,Yes,2
S05142,Cyber Insurance,Dog,24731.46,643512,Weather,No,4
S05143,Cyber Insurance,Mobile,7996.37,288864,Health,No,3
S05144,Gadget Insurance,Agriculture,7197.02,230898,Health,No,5
S05145,Crop Insurance,Agriculture,5330.22,92463,Damage,Yes,1
S05146,Gadget Insurance,Agriculture,3741.33,153143,Hacking,No,5
S05147,Pet Insurance,Cat,45265.0,1086360,Theft,Yes,0
S05148,Cyber Insurance,Mobile,8638.77,152912,Health,No,5
S05149,Gadget Insurance,Mobile,44590.41,1253583,Damage,No,2
S05150,Gadget Insurance,Cat,23081.34,250240,Damage,Yes,4
S05151,Pet Insurance,Mobile,24475.96,185752,Damage,No,4
S05152,Pet Insurance,Dog,18663.25,433587,Theft,No,5
S05153,Cyber Insurance,Laptop,47464.34,629629,Theft,No,1
S05154,Pet Insurance,Mobile,20854.4,744800,Weather,No,1
S05155,Gadget Insurance,Cat,37243.35,1124591,Hacking,No,2
S05156,Crop Insurance,Agriculture,11755.0,399670,Damage,Yes,0
S05157,Cyber Insurance,Cat,42702.12,1369989,Theft,No,5
S05158,Crop Insurance,Dog,3244.89,137202,Weather,No,4
S05159,Pet Insurance,Data,18396.6,508800,Health,No,5
S05160,Gadget Insurance,Dog,4755.9,138656,Damage,No,2
S05161,Cyber Insurance,Mobile,41067.97,349072,Health,Yes,3
S05162,Pet Insurance,Agriculture,24591.46,339664,Health,No,3
