Policy_ID,Sub_Type,Vehicle_Type,Vehicle_Age,Annual_Premium,Coverage_Amount,No_Claim_Bonus,Accident_History,Claim_Status,No_Claim_Years
M05970,Comprehensive,Bike,6,15609.44,238920,40,Yes,No,1
M05971,Comprehensive,Bike,7,10449.11,77714,10,No,Yes,3
M05972,Third Party,Bike,2,15280.25,146115,0,No,Yes,3
M05973,Comprehensive,Bike,0,14148.21,168729,50,No,No,4
M05974,Comprehensive,Bike,10,10164.87,216000,0,Yes,Yes,3
M05975,Comprehensive,Bike,11,13245.15,337019,40,No,No,5
M05976,Third Party,Bike,0,16864.82,137672,10,No,No,1
M05977,Comprehensive,Car,7,28126.98,631422,40,No,No,1
M05978,Comprehensive,Car,13,28529.64,594120,0,No,No,2
M05979,Comprehensive,Bike,11,20938.64,348832,30,No,Yes,2
M05980,Comprehensive,Bike,8,15732.31,114667,30,No,No,2
M05981,Third Party,Car,8,3944.71,82916,10,No,Yes,5
M05982,Third Party,Truck,4,1974.62,41960,30,Yes,No,3
M05983,Comprehensive,Car,1,8548.85,45415,10,Yes,No,3
M05984,Comprehensive,Car,2,2878.71,65541,50,No,No,4
M05985,Comprehensive,Car,8,3895.9,77580,10,No,No,5
M05986,Comprehensive,Car,10,26021.08,325128,10,No,No,2
M05987,Comprehensive,Car,10,7456.0,156576,10,Yes,Yes,0
M05988,Comprehensive,Bike,1,11574.8,213333,10,Yes,Yes,4
M05989,Comprehensive,Bike,5,19868.0,99340,0,Yes,No,0
M05990,Comprehensive,Car,8,18557.48,216887,30,No,Yes,3
M05991,Comprehensive,Truck,5,10798.16,58535,30,No,Yes,4
M05992,Third Party,Car,5,11787.87,204480,0,Yes,No,4
M05993,Comprehensive,Car,12,3308.48,33760,10,Yes,No,1
M05994,Third Party,Bike,0,23431.92,572608,30,No,No,3
M05995,Comprehensive,Truck,7,20259.16,473550,50,No,No,3
M05996,Comprehensive,Truck,3,18846.75,208500,30,No,No,5
M05997,Third Party,Bike,1,23134.84,200656,50,No,No,4
M05998,Comprehensive,Car,10,26668.68,255015,20,Yes,No,3
M05999,Comprehensive,Bike,1,22252.13,482500,40,No,Yes,4
M06000,Comprehensive,Truck,13,7116.57,125968,10,Yes,No,5
M06001,Third Party,Bike,7,4623.55,71610,40,No,No,5
M06002,Third Party,Bike,1,4524.66,92340,10,No,No,1
M06003,Comprehensive,Car,9,6279.48,136160,20,No,Yes,4
M06004,Comprehensive,Truck,10,6166.69,111384,40,Yes,No,3
M06005,Third Party,Bike,6,15078.84,352462,20,No,No,3
M06006,Third Party,Car,0,16089.79,209328,50,Yes,Yes,4
M06007,Comprehensive,Car,11,23354.36,151920,30,No,No,4
M06008,Comprehensive,Car,3,10523.3,79863,10,No,No,4
M06009,Comprehensive,Bike,14,20951.13,458115,10,No,No,2
M06010,Comprehensive,Car,12,7014.7,104342,40,No,No,3
M06011,Third Party,Bike,5,17666.23,410424,30,No,No,5
M06012,Third Party,Bike,0,19891.15,253608,20,Yes,No,3
M06013,Third Party,Truck,13,19433.69,121410,10,Yes,No,2
M06014,Comprehensive,Truck,4,14536.52,330960,10,Yes,No,4
M06015,Comprehensive,Car,8,9135.56,102542,40,Yes,Yes,1
M06016,Comprehensive,Car,0,5572.95,132924,10,No,No,4
M06017,Third Party,Car,14,13350.36,202636,20,No,No,4
M06018,Comprehensive,Bike,4,15756.32,393744,20,No,No,2
M06019,Comprehensive,Bike,14,4950.67,73640,50,No,No,3
M06020,Comprehensive,Bike,7,17391.25,301680,50,Yes,No,4
M06021,Third Party,Truck,5,17004.52,162603,50,No,Yes,3
M06022,Third Party,Car,0,15697.0,219758,20,No,No,0
M06023,Third Party,Truck,4,19931.45,308700,30,No,No,5
M06024,Comprehensive,Car,5,27801.87,354468,30,Yes,Yes,3
M06025,Third Party,Car,9,5705.56,29110,0,No,Yes,1
M06026,Comprehensive,Car,5,25532.15,310706,20,No,No,5
M06027,Comprehensive,Truck,13,5176.36,73948,0,No,No,1
M06028,Third Party,Bike,1,17952.05,97315,50,No,No,4
M06029,Third Party,Car,5,23251.55,231507,0,No,No,5
M06030,Comprehensive,Bike,2,8690.03,175427,40,No,No,3
M06031,Third Party,Bike,9,11464.43,88781,40,No,No,5
M06032,Comprehensive,Truck,8,20996.79,113820,10,No,Yes,4
M06033,Comprehensive,Truck,13,16620.68,328814,50,No,No,2
M06034,Comprehensive,Bike,7,8732.78,44555,20,Yes,No,1
M06035,Comprehensive,Bike,6,26086.42,282820,50,No,No,4
M06036,Third Party,Car,7,3427.67,35690,0,No,No,2
M06037,Comprehensive,Car,14,13943.88,92556,10,No,No,5
M06038,Third Party,Truck,3,8920.79,138166,30,No,No,5
M06039,Comprehensive,Car,5,6465.8,70100,20,No,No,4
M06040,Comprehensive,Car,11,17094.87,181630,20,No,No,3
M06041,Comprehensive,Car,7,3402.36,18820,30,Yes,No,5
M06042,Comprehensive,Bike,12,9090.97,57954,30,No,No,3
M06043,Comprehensive,Truck,2,10515.0,212268,20,No,No,3
M06044,Third Party,Car,12,17045.93,289776,20,No,No,3
M06045,Comprehensive,Bike,8,27402.0,438432,10,No,No,0
M06046,Comprehensive,Car,12,24753.35,283514,10,Yes,No,2
M06047,Third Party,Bike,2,12262.39,165984,40,Yes,No,2
M06048,Comprehensive,Car,2,16498.36,200772,20,No,Yes,5
M06049,Third Party,Truck,12,26247.15,145185,0,Yes,No,5
M06050,Comprehensive,Truck,5,24096.4,332826,0,Yes,No,3
M06051,Third Party,Car,3,5055.0,50550,20,Yes,No,0
M06052,Comprehensive,Car,12,26990.56,544863,0,No,No,3
M06053,Comprehensive,Car,6,6996.0,125928,50,No,No,0
M06054,Comprehensive,Truck,3,10398.29,77336,30,No,No,3
M06055,Comprehensive,Truck,8,3790.64,50284,0,No,No,1
M06056,Third Party,Bike,1,27655.6,338640,0,No,No,1
M06057,Comprehensive,Bike,11,5496.39,41713,10,No,No,4
M06058,Comprehensive,Car,10,16060.5,290088,20,Yes,No,3
M06059,Comprehensive,Car,12,19969.42,154644,30,No,Yes,5
M06060,Comprehensive,Truck,9,4772.23,104349,0,No,No,2
M06061,Comprehensive,Car,11,11742.67,76386,20,No,Yes,4
M06062,Third Party,Car,7,15898.16,263820,40,No,No,5
M06063,Comprehensive,Car,11,7526.4,168960,20,No,No,1
M06064,Comprehensive,Car,2,5783.62,73740,20,Yes,No,3
M06065,Comprehensive,Car,2,25327.31,411885,30,No,No,4
M06066,Comprehensive,Car,8,27002.8,258210,40,No,Yes,3
M06067,Comprehensive,Car,1,26305.16,483156,30,No,No,1
M06068,Third Party,Car,11,7218.45,70434,10,No,No,4
M06069,Third Party,Bike,8,28264.18,317251,50,Yes,No,1
M06070,Third Party,Truck,10,3021.0,60420,10,No,No,0
M06071,Third Party,Bike,9,15450.68,141894,50,No,No,1
M06072,Third Party,Bike,8,20585.75,459312,30,No,No,3
M06073,Third Party,Bike,9,27388.69,570360,40,No,Yes,2
M06074,Comprehensive,Car,8,26236.56,562212,10,No,No,1
M06075,Third Party,Car,4,24773.76,274070,30,Yes,Yes,5
M06076,Third Party,Car,6,28017.75,554287,20,Yes,Yes,2
M06077,Third Party,Car,2,19421.0,446683,10,Yes,No,0
M06078,Comprehensive,Bike,13,19490.56,147917,0,No,No,4
M06079,Comprehensive,Car,2,15523.46,84150,0,Yes,No,4
M06080,Third Party,Bike,12,6988.83,101878,10,No,No,2
M06081,Comprehensive,Car,14,16423.69,231478,0,No,No,4
M06082,Third Party,Car,0,27003.9,247995,0,No,Yes,1
M06083,Comprehensive,Bike,14,3460.32,46839,40,Yes,Yes,2
M06084,Third Party,Truck,14,20766.46,154448,30,No,No,3
M06085,Comprehensive,Truck,14,9800.0,150000,0,Yes,No,1
M06086,Third Party,Car,9,13392.68,327984,0,No,No,1
M06087,Comprehensive,Car,14,28371.98,521118,0,Yes,No,1
M06088,Comprehensive,Car,6,2702.16,68904,10,Yes,No,3
M06089,Third Party,Truck,9,24562.0,343868,50,No,Yes,0
M06090,Third Party,Bike,6,14385.9,302385,40,Yes,No,5
M06091,Third Party,Car,14,24782.19,134340,50,Yes,Yes,4
M06092,Third Party,Truck,3,27399.25,570580,20,No,Yes,2
M06093,Comprehensive,Car,0,12903.0,219351,20,Yes,No,0
M06094,Comprehensive,Car,6,7349.94,153060,10,No,No,2
M06095,Comprehensive,Truck,5,15457.05,284886,0,No,No,4
M06096,Comprehensive,Car,1,26121.84,638342,20,No,Yes,3
M06097,Comprehensive,Car,9,13517.14,165516,40,No,Yes,1
M06098,Third Party,Car,8,18892.44,115668,50,No,Yes,1
M06099,Third Party,Car,10,12924.45,274640,20,No,No,3
M06100,Comprehensive,Car,0,22999.0,137994,50,No,No,0
M06101,Third Party,Bike,0,11646.0,151398,40,No,No,0
M06102,Comprehensive,Car,8,8872.18,193998,40,No,No,2
M06103,Comprehensive,Car,3,23914.75,152454,20,No,Yes,3
M06104,Comprehensive,Bike,3,13864.0,97048,0,No,No,0
M06105,Third Party,Car,1,16160.27,188870,50,Yes,No,3
M06106,Third Party,Car,7,20440.6,421059,0,No,Yes,4
M06107,Third Party,Truck,10,3712.24,75760,40,No,Yes,1
M06108,Comprehensive,Bike,14,19111.96,234024,10,No,No,1
M06109,Third Party,Car,6,10698.66,131004,10,No,No,1
M06110,Third Party,Car,13,15252.96,81030,10,Yes,No,3
M06111,Comprehensive,Truck,7,19093.02,101430,40,No,No,3
M06112,Comprehensive,Car,6,7481.52,54530,10,Yes,No,2
M06113,Comprehensive,Car,11,24022.74,392208,50,No,No,1
M06114,Comprehensive,Car,11,11335.6,200651,0,Yes,No,2
M06115,Comprehensive,Car,3,3281.04,66960,30,Yes,No,1
M06116,Third Party,Car,10,8522.59,212976,40,Yes,Yes,2
M06117,Comprehensive,Bike,11,4940.3,56584,20,No,No,2
M06118,Comprehensive,Car,0,26400.02,515196,0,No,No,4
M06119,Third Party,Car,8,23657.53,443394,0,Yes,No,2
M06120,Third Party,Car,5,22298.72,331688,10,No,No,3
M06121,Third Party,Bike,8,8825.12,220536,0,Yes,No,2
M06122,Third Party,Bike,8,27221.46,361101,50,No,No,1
M06123,Third Party,Truck,13,25261.4,473454,20,No,No,2
M06124,Third Party,Car,9,25374.0,558228,50,Yes,Yes,0
M06125,Comprehensive,Bike,3,20715.15,275004,20,No,Yes,5
M06126,Third Party,Car,8,10259.62,115159,50,Yes,No,1
M06127,Third Party,Car,8,5807.0,92912,20,No,No,0
M06128,Comprehensive,Car,8,19259.94,373407,0,Yes,No,1
M06129,Third Party,Car,6,17041.22,325908,10,No,Yes,3
M06130,Comprehensive,Car,14,23360.93,465192,20,No,Yes,5
M06131,Third Party,Bike,9,9799.41,75887,0,Yes,No,5
M06132,Comprehensive,Car,4,10527.23,89480,50,No,No,3
M06133,Comprehensive,Car,9,27002.83,268857,10,No,No,5
M06134,Comprehensive,Car,8,3884.3,24762,40,No,No,3
M06135,Comprehensive,Truck,13,20797.0,395143,20,No,No,0
M06136,Comprehensive,Car,3,5877.33,146556,20,No,No,4
M06137,Comprehensive,Car,0,26396.3,430960,20,No,Yes,1
M06138,Comprehensive,Bike,7,10302.29,229866,50,No,No,3
M06139,Third Party,Bike,0,14573.58,148710,0,Yes,Yes,1
M06140,Third Party,Car,11,20610.0,309150,30,No,Yes,0
M06141,Third Party,Car,1,16010.47,243012,30,No,Yes,4
M06142,Comprehensive,Car,4,13445.0,67225,20,Yes,Yes,0
M06143,Comprehensive,Car,14,22865.58,227664,0,No,No,5
M06144,Third Party,Car,0,25289.88,387090,50,Yes,Yes,1
M06145,Comprehensive,Car,6,15484.72,235032,10,No,No,4
M06146,Comprehensive,Truck,7,12431.62,123777,20,Yes,Yes,5
M06147,Comprehensive,Bike,11,12112.54,157584,20,No,No,4
M06148,Comprehensive,Bike,3,13893.26,215180,40,Yes,Yes,5
M06149,Comprehensive,Car,13,24718.0,321334,30,Yes,No,0
M06150,Third Party,Bike,3,19585.26,228899,30,No,Yes,3
M06151,Comprehensive,Truck,13,7823.34,71847,30,No,No,1
M06152,Third Party,Bike,2,17807.74,370840,10,No,No,2
M06153,Third Party,Truck,8,18317.71,362387,50,No,No,2
M06154,Comprehensive,Car,10,12875.0,77250,0,No,No,0
M06155,Third Party,Car,14,19082.56,253136,40,No,Yes,1
M06156,Comprehensive,Car,11,19286.4,137760,30,No,No,1
M06157,Third Party,Car,6,17948.0,233324,30,Yes,No,0
M06158,Comprehensive,Car,3,14545.16,163262,0,No,Yes,1
M06159,Third Party,Car,3,7557.77,72270,30,No,No,3
M06160,Comprehensive,Bike,8,19013.0,266182,30,Yes,No,0
M06161,Third Party,Bike,7,14685.42,343266,0,No,No,3
M06162,Comprehensive,Car,13,13589.66,291207,40,No,No,1
M06163,Third Party,Bike,10,7400.0,59200,20,No,No,0
M06164,Third Party,Car,14,7037.38,93353,50,Yes,No,1
M06165,Comprehensive,Car,5,3653.0,62101,0,No,No,0
M06166,Third Party,Car,4,10083.22,246936,50,No,Yes,1
M06167,Comprehensive,Car,2,21664.36,483378,20,No,No,3
M06168,Third Party,Bike,3,9951.22,52865,0,Yes,No,3
M06169,Third Party,Bike,8,17354.82,212508,0,No,No,1
M06170,Comprehensive,Car,6,19180.0,402780,0,Yes,No,0
M06171,Comprehensive,Car,10,6410.67,133500,40,No,No,2
M06172,Comprehensive,Car,2,27216.45,462672,40,Yes,No,3
M06173,Comprehensive,Truck,0,17537.23,260862,40,Yes,No,3
M06174,Comprehensive,Car,9,15283.49,355068,30,No,No,5
M06175,Third Party,Bike,6,12136.57,88459,50,No,No,2
M06176,Comprehensive,Car,1,20811.28,424720,30,No,No,1
M06177,Comprehensive,Bike,9,12369.0,284487,50,No,No,0
M06178,Third Party,Car,14,17564.09,252603,20,No,Yes,5
M06179,Third Party,Car,4,10503.64,53590,20,No,No,1
M06180,Comprehensive,Car,10,20471.96,355120,40,No,No,4
M06181,Comprehensive,Car,2,24407.93,363062,10,No,No,3
M06182,Comprehensive,Car,4,3324.21,72080,20,No,No,4
M06183,Comprehensive,Car,7,12057.61,64055,10,No,No,3
M06184,Comprehensive,Car,3,26023.96,276500,30,No,No,3
M06185,Third Party,Car,1,6310.84,143682,30,No,No,4
M06186,Third Party,Bike,9,17779.57,269864,0,Yes,No,4
M06187,Third Party,Car,3,27405.7,531335,50,No,No,1
M06188,Comprehensive,Car,5,27013.67,298850,30,No,No,5
M06189,Third Party,Truck,2,10048.89,244574,50,No,No,5
M06190,Third Party,Car,7,24507.32,265700,0,No,No,4
M06191,Comprehensive,Truck,9,22181.32,430046,20,No,No,1
M06192,Comprehensive,Truck,6,23957.52,636096,10,No,No,5
M06193,Third Party,Car,4,7016.8,150360,10,No,No,1
M06194,Comprehensive,Car,6,5078.36,82912,10,Yes,No,1
M06195,Third Party,Bike,12,10930.06,92904,20,Yes,Yes,3
M06196,Comprehensive,Bike,4,3473.77,53802,0,Yes,No,5
M06197,Comprehensive,Bike,0,25547.51,367419,20,No,No,5
M06198,Third Party,Bike,10,10564.88,89800,0,No,No,3
M06199,Comprehensive,Bike,9,12014.77,208416,30,Yes,No,4
M06200,Comprehensive,Car,5,13575.75,216360,40,Yes,No,3
M06201,Third Party,Car,10,7478.14,132368,30,Yes,Yes,5
M06202,Third Party,Truck,13,23350.99,335829,40,Yes,No,5
M06203,Comprehensive,Car,1,13252.59,301728,10,No,No,4
M06204,Comprehensive,Car,4,28030.58,297820,0,No,Yes,3
M06205,Comprehensive,Car,9,29116.0,174696,0,Yes,Yes,0
M06206,Comprehensive,Car,2,3149.0,15745,30,No,Yes,0
M06207,Comprehensive,Car,7,14208.16,338888,20,No,Yes,4
M06208,Comprehensive,Truck,4,25092.18,293260,30,No,Yes,3
M06209,Comprehensive,Bike,3,11180.42,130669,40,Yes,No,3
M06210,Comprehensive,Bike,9,14210.0,290000,20,No,No,1
M06211,Third Party,Truck,6,21454.56,284820,20,No,No,5
M06212,Third Party,Bike,14,21441.89,133956,20,No,No,2
M06213,Comprehensive,Car,11,13913.0,135756,10,No,No,4
M06214,Comprehensive,Car,3,15230.02,364734,30,No,No,2
M06215,Third Party,Truck,13,12648.47,316080,10,No,Yes,2
M06216,Third Party,Car,0,15280.87,331340,40,No,No,4
M06217,Comprehensive,Car,9,24816.41,606441,40,No,No,3
M06218,Comprehensive,Truck,2,7101.31,161679,20,Yes,No,4
M06219,Comprehensive,Car,14,26938.26,140245,30,Yes,Yes,2
M06220,Third Party,Truck,4,10941.96,205785,20,Yes,No,5
M06221,Comprehensive,Car,5,23347.37,129145,10,Yes,No,5
M06222,Comprehensive,Truck,3,9709.92,171872,0,Yes,No,5
M06223,Third Party,Car,6,2835.81,60260,30,Yes,Yes,3
M06224,Third Party,Car,12,17034.0,238476,40,Yes,No,0
M06225,Third Party,Bike,2,27663.67,269928,20,Yes,Yes,4
M06226,Comprehensive,Bike,6,24478.18,649920,20,No,Yes,5
M06227,Third Party,Truck,1,27377.73,326502,50,Yes,Yes,4
M06228,Third Party,Truck,2,16312.15,180460,20,No,No,5
M06229,Third Party,Car,3,23379.21,223560,0,No,No,3
M06230,Third Party,Truck,2,25773.0,618552,50,No,No,0
M06231,Third Party,Bike,6,2252.0,22520,0,Yes,No,0
M06232,Third Party,Truck,9,18956.12,146797,10,No,No,5
M06233,Comprehensive,Bike,2,8221.31,96085,20,No,No,3
M06234,Third Party,Car,4,24350.06,198776,0,No,No,1
M06235,Comprehensive,Car,4,6507.31,126990,30,No,No,4
M06236,Third Party,Truck,12,15410.93,334160,0,Yes,No,4
M06237,Comprehensive,Bike,3,22289.92,255299,0,Yes,No,2
M06238,Comprehensive,Bike,4,9058.97,86625,0,Yes,No,3
M06239,Comprehensive,Car,5,17552.27,109656,10,Yes,No,2
M06240,Comprehensive,Truck,13,8671.31,220639,30,No,No,5
M06241,Comprehensive,Truck,7,12984.61,270400,40,No,No,2
M06242,Comprehensive,Car,1,2492.0,12460,30,No,No,0
M06243,Comprehensive,Bike,9,27619.39,718656,0,Yes,No,4
M06244,Third Party,Bike,3,20071.4,438879,20,No,No,2
M06245,Third Party,Bike,12,10525.0,105250,10,No,No,0
M06246,Comprehensive,Bike,5,19938.21,381312,40,No,No,3
M06247,Comprehensive,Car,2,18131.39,434217,0,No,Yes,2
M06248,Comprehensive,Truck,12,18495.12,368298,30,No,No,5
M06249,Comprehensive,Truck,0,6222.59,34420,0,No,No,5
M06250,Third Party,Bike,11,6427.78,63999,20,Yes,No,5
M06251,Third Party,Truck,10,23312.86,480225,40,No,No,4
M06252,Comprehensive,Car,3,23683.46,345240,0,Yes,No,2
M06253,Comprehensive,Car,13,25391.48,539560,50,No,No,3
M06254,Third Party,Car,1,24692.84,591353,0,No,No,2
M06255,Comprehensive,Bike,4,10095.32,218900,30,Yes,No,4
M06256,Comprehensive,Car,9,6492.0,103872,10,No,No,0
M06257,Comprehensive,Truck,0,13393.71,101647,20,No,No,4
M06258,Comprehensive,Truck,12,26464.09,614817,30,No,No,5
M06259,Comprehensive,Truck,5,3568.0,28544,0,No,No,0
M06260,Comprehensive,Car,3,12823.92,70935,30,No,Yes,5
M06261,Third Party,Bike,3,2850.82,37817,50,Yes,No,1
M06262,Third Party,Car,1,13319.0,86640,30,Yes,No,4
M06263,Comprehensive,Car,3,12966.65,253044,20,No,No,4
M06264,Comprehensive,Car,13,12017.14,255360,30,No,No,3
M06265,Comprehensive,Bike,2,12060.7,113022,0,No,No,2
M06266,Third Party,Truck,1,13191.0,105528,50,No,Yes,0
M06267,Third Party,Car,5,11021.0,99189,20,Yes,No,0
M06268,Comprehensive,Car,7,7485.3,111342,0,Yes,Yes,3
M06269,Comprehensive,Car,7,23345.33,372060,20,Yes,No,3
M06270,Third Party,Car,3,27725.79,663987,30,Yes,No,2
M06271,Third Party,Car,3,19013.97,294490,30,Yes,No,5
M06272,Third Party,Car,9,11703.43,194976,0,Yes,No,2
M06273,Third Party,Bike,12,19166.81,187020,40,Yes,No,4
M06274,Third Party,Bike,12,22422.66,297672,40,No,No,5
M06275,Third Party,Car,10,3720.08,75920,0,Yes,No,1
M06276,Comprehensive,Truck,10,5407.05,123860,0,No,No,2
M06277,Comprehensive,Car,9,22411.66,547676,50,No,No,3
M06278,Comprehensive,Car,1,14569.4,80590,0,No,No,5
M06279,Third Party,Bike,1,23169.65,120625,40,No,No,2
M06280,Third Party,Car,7,25994.0,389910,10,No,No,0
M06281,Third Party,Bike,6,7090.3,50645,20,Yes,No,1
M06282,Comprehensive,Car,11,25549.6,221600,20,No,No,4
M06283,Comprehensive,Bike,4,23151.0,416718,20,No,No,0
M06284,Comprehensive,Bike,3,23285.0,162995,20,Yes,No,0
M06285,Comprehensive,Truck,11,16451.26,235018,50,No,Yes,1
M06286,Third Party,Car,8,8578.02,223200,40,No,Yes,4
M06287,Comprehensive,Truck,3,8296.61,158670,30,No,Yes,3
M06288,Third Party,Bike,12,12765.17,141220,30,Yes,Yes,5
M06289,Comprehensive,Car,12,27536.38,656788,20,No,No,4
M06290,Comprehensive,Bike,4,25369.93,449072,20,Yes,No,2
M06291,Third Party,Bike,12,4351.0,47861,40,No,No,0
M06292,Comprehensive,Truck,3,16004.11,166640,20,No,No,2
M06293,Comprehensive,Truck,0,18297.71,427702,40,No,No,3
M06294,Comprehensive,Car,8,23132.19,361290,20,No,No,2
M06295,Comprehensive,Car,5,10755.74,268203,40,No,No,4
M06296,Comprehensive,Car,8,21228.68,508392,10,No,Yes,2
M06297,Comprehensive,Bike,6,17439.35,129703,40,Yes,No,3
M06298,Third Party,Car,6,8672.14,119782,40,Yes,Yes,3
M06299,Third Party,Bike,6,5338.44,51048,40,No,No,3
M06300,Comprehensive,Car,10,19661.2,383688,30,No,No,4
M06301,Comprehensive,Bike,1,4805.73,30636,50,No,No,3
M06302,Comprehensive,Truck,6,25451.0,305412,20,No,No,0
M06303,Comprehensive,Bike,3,5314.91,39529,30,No,No,3
M06304,Comprehensive,Bike,5,26518.56,165672,30,Yes,Yes,2
M06305,Comprehensive,Bike,12,8066.59,214176,40,No,No,5
M06306,Comprehensive,Car,8,13178.61,329328,20,No,No,2
M06307,Third Party,Bike,4,26276.98,377910,40,Yes,No,5
M06308,Third Party,Car,7,13871.06,202202,10,Yes,No,2
M06309,Third Party,Car,1,7720.22,41850,30,No,No,4
M06310,Comprehensive,Car,2,14880.44,139446,0,No,No,2
M06311,Third Party,Bike,14,20897.17,249216,10,Yes,No,4
M06312,Third Party,Truck,11,2615.84,65228,50,Yes,No,4
M06313,Comprehensive,Bike,11,14232.71,136098,50,No,No,3
M06314,Third Party,Car,13,11649.0,151437,20,No,No,0
M06315,Third Party,Car,11,11065.8,293808,20,No,Yes,5
M06316,Comprehensive,Car,14,24937.82,132480,50,Yes,No,3
M06317,Comprehensive,Car,1,4723.84,55209,20,Yes,No,3
M06318,Third Party,Bike,8,27313.17,266508,50,No,No,4
M06319,Comprehensive,Bike,10,17524.07,246987,40,No,Yes,4
M06320,Third Party,Bike,1,22641.41,576104,20,No,No,5
M06321,Comprehensive,Bike,7,16176.02,134744,20,No,No,2
M06322,Third Party,Car,7,3915.55,77463,30,No,No,2
M06323,Third Party,Car,6,19275.61,368640,40,No,Yes,3
M06324,Comprehensive,Truck,12,16830.52,206088,10,Yes,No,1
M06325,Third Party,Truck,1,7945.84,178376,0,No,No,1
M06326,Comprehensive,Car,0,13111.38,136520,10,No,No,2
M06327,Comprehensive,Car,14,20258.56,206720,50,No,No,1
M06328,Third Party,Bike,12,26385.07,439568,50,No,Yes,2
M06329,Comprehensive,Car,10,3018.91,65460,10,Yes,No,4
M06330,Comprehensive,Car,11,27698.34,588580,50,No,No,3
M06331,Comprehensive,Car,8,7532.0,97916,10,No,No,0
M06332,Third Party,Car,9,3591.59,34344,20,No,No,3
M06333,Comprehensive,Car,11,21280.54,421002,30,No,Yes,2
M06334,Third Party,Car,7,5876.69,61190,40,Yes,No,2
M06335,Comprehensive,Car,1,15104.25,369104,10,Yes,Yes,3
M06336,Third Party,Car,13,10318.26,68490,10,No,No,5
M06337,Comprehensive,Car,10,21211.39,154602,50,No,Yes,2
M06338,Comprehensive,Truck,8,5247.9,117810,40,No,No,1
M06339,Third Party,Car,2,27580.14,619146,50,No,No,1
M06340,Comprehensive,Truck,10,8417.91,210360,0,No,No,2
M06341,Third Party,Bike,0,4952.78,103140,0,No,Yes,2
M06342,Third Party,Bike,14,20000.15,132756,30,No,No,5
M06343,Third Party,Truck,0,4092.48,87696,40,No,No,1
M06344,Third Party,Bike,11,14099.63,249577,40,Yes,Yes,2
M06345,Third Party,Truck,12,27949.56,698448,0,No,No,2
M06346,Third Party,Bike,14,16113.29,178260,0,No,No,5
M06347,Comprehensive,Car,2,12414.45,123606,20,No,No,5
M06348,Comprehensive,Car,12,15769.67,268080,10,Yes,No,3
M06349,Comprehensive,Bike,7,26780.46,533286,10,No,No,5
M06350,Comprehensive,Bike,12,18809.0,376180,50,No,No,0
M06351,Third Party,Truck,10,22839.88,279672,40,No,No,1
M06352,Comprehensive,Truck,10,3191.58,30519,40,Yes,No,3
M06353,Comprehensive,Car,0,11625.0,104625,30,No,No,0
M06354,Comprehensive,Car,8,16373.86,375078,20,No,No,2
M06355,Comprehensive,Car,0,4910.53,25565,0,No,Yes,2
M06356,Comprehensive,Truck,11,21441.29,432839,30,No,Yes,3
M06357,Third Party,Car,5,2844.64,56646,50,No,Yes,5
M06358,Third Party,Car,7,12779.08,212896,40,Yes,Yes,2
M06359,Third Party,Car,11,5849.66,38052,10,No,No,4
M06360,Third Party,Car,8,25168.42,187187,30,No,No,3
M06361,Comprehensive,Truck,8,24719.0,197752,20,Yes,No,0
M06362,Comprehensive,Truck,14,16803.1,303501,0,No,No,3
M06363,Third Party,Car,12,25049.78,306732,0,No,No,1
M06364,Comprehensive,Truck,7,2933.22,77880,20,No,Yes,5
M06365,Comprehensive,Car,3,14997.85,215696,0,Yes,No,5
M06366,Comprehensive,Car,2,16276.03,242102,30,No,No,3
M06367,Comprehensive,Bike,4,26680.87,666744,10,No,No,2
M06368,Comprehensive,Car,10,1923.68,30045,40,Yes,No,2
M06369,Comprehensive,Bike,7,7125.29,92700,30,No,No,4
M06370,Comprehensive,Car,9,9338.98,172125,10,No,Yes,4
M06371,Comprehensive,Truck,6,20802.83,552336,0,Yes,No,5
M06372,Comprehensive,Car,6,23770.35,541191,50,No,No,4
M06373,Third Party,Car,0,16854.0,185394,30,Yes,No,0
M06374,Comprehensive,Bike,3,22129.46,503832,0,No,No,4
M06375,Third Party,Bike,4,27140.0,298540,20,No,No,0
M06376,Comprehensive,Car,6,5535.13,126021,0,No,No,4
M06377,Comprehensive,Car,0,9060.9,130312,20,Yes,No,5
M06378,Comprehensive,Car,11,8373.02,194523,10,Yes,No,5
M06379,Third Party,Truck,14,15936.0,95616,10,No,No,0
M06380,Comprehensive,Bike,2,23259.68,370695,30,No,Yes,3
M06381,Comprehensive,Truck,12,12116.15,93828,20,No,No,5
M06382,Comprehensive,Car,8,11899.49,290789,40,Yes,No,3
